61482 DONALD ROAD VANDALIA MICHIGAN,41.9046168,-85.8952284
18016 WOOD STREET VANDALIA MICHIGAN,41.9160964,-85.915551
16819 WILLIAMSVILLE STREET VANDALIA MICHIGAN,41.8695922,-85.86675319999999
16340 DUTCH SETTLEMENT STREET VANDALIA MICHIGAN,41.98421829999999,-85.8831713
76063 SOUTH RIVER ROAD WHITE PIGEON MICHIGAN,41.7592443,-85.79580820000001
1127 MACKINAW AVENUE CHEBOYGAN MICHIGAN,45.65267129999999,-84.4839039
5844 MAPLE STREET WOLVERINE MICHIGAN,45.2743309,-84.60672900000002
2309 ANDARY AVENIDA SAULT STE MARIE MICHIGAN,46.4864305,-84.4063939
2169 W 10 Mile Rd DAFTER MICHIGAN,46.360262,-84.4022253
128 EAST 4TH STREET CLARE MICHIGAN,43.8186319,-84.7674868
3845 LAPHAM ROAD HARRISON MICHIGAN,44.0418894,-84.8194905
2805 HAYES ROAD HARRISON MICHIGAN,44.0301053,-84.73004879999999
7486 EAST TOWNLINE LAKE ROAD HARRISON MICHIGAN,44.0320639,-84.7009375
1970 JILL-JANET ROAD HARRISON MICHIGAN,44.056601,-84.8084398
3007 Lockwood St HARRISON MICHIGAN,44.0023637,-84.7850019
362 Shappell Dr HARRISON MICHIGAN,44.1018583,-84.7693474
8085 MCKINLEY AVENUE LAKE MICHIGAN,44.0236212,-85.40464449999999
2702 Lindaven Drive LAKE MICHIGAN,43.9481437,-84.9814068
